CAT. NO.,"UPC #
0-92644+",DESCRIPTION,"STD.
PKG.","MIN.
ORDER
QTY.",UNIT,LIST,"Minimum
Advertised
Price (MAP)","BRKN
PKG.
PRICE","STD.
PKG.
PRICE","KleinTools.com
Link",Product #,,
63368,63368-3,Fixed Handle Set for Pre-2017 Edition Cat. No. 63060,1,1,EA,130.52,79.67,-,65.26,63368,63368,,
63369,63369-0,Ratchet Release Plate for Pre-2017 Cat. No. 63060,1,1,EA,7.46,4.28,-,3.73,63369,63369,,
63370,63370-6,Blade Set for 2 Step Pre-2017 Edition Cat. No. 63060,1,1,EA,100.00,57.50,-,50.00,63370,63370,,
6337INS,85335-7,"Insulated Screwdriver, #3 Phillips, 7-Inch Shank",6,1,EA,36.36,23.99,21.82,18.18,6337INS,6337INS,,
63443,63443-7,Moving Blade Set for Pre-2017 Edition Cat. No. 63607,1,1,EA,94.94,54.59,-,47.47,63443,63443,,
63444,63444-4,Fixed Blade Set for Pre-2017 Edition Cat. No. 63607,1,1,EA,103.66,59.60,-,51.83,63444,63444,,
63445,63445-1,Pawl Set for Pre-2017 Edition Cat. No. 63607,1,1,EA,50.34,28.94,-,25.17,63445,63445,,
63446,63446-8,Moving Handle Set for Pre-2017 Edition Cat. No. 63607,1,1,EA,41.58,23.93,-,20.79,63446,63446,,
63447,63447-5,Fixed Handle Set for Pre-2017 Edition Cat. No. 63607,1,1,EA,135.86,78.12,-,67.93,63447,63447,,
635-1/2,32265-5,1/2-Inch Heavy-Duty Nut Driver,3,1,EA,22.78,14.99,13.67,11.39,63512,63512,,
635-1/4,32261-7,"1/4-Inch Nut Driver, Magnetic Tip, 4-Inch Shaft",3,1,EA,18.18,11.99,10.91,9.09,63514,63514,,
635-3/8,32263-1,3/8-Inch Heavy-Duty Nut Driver,3,1,EA,19.68,12.99,11.81,9.84,63538,63538,,
635-4,32267-9,"Nut Driver Set, Magnetic Nut Drivers, Heavy Duty, 4-Piece",6,1,EA,83.32,54.99,49.99,41.66,6354,6354,,
635-5/16,32262-4,5/16-Inch Heavy-Duty Nut Driver,3,1,EA,18.16,11.99,10.90,9.08,635516,635516,,
635-6,32260-0,"Nut Driver Set, Magnetic Nut Drivers, Heavy Duty, 6-Piece",6,1,EA,121.20,79.99,72.72,60.60,6356,6356,,
635-7/16,32264-8,7/16-Inch Heavy-Duty Nut Driver,3,1,EA,21.94,14.49,13.16,10.97,635716,635716,,
635-9/16,32266-2,9/16-Inch Heavy-Duty Nut Driver,3,1,EA,24.22,15.99,14.53,12.11,635916,635916,,
63601,63601-1,Compact Ratcheting Cable Cutter,1,1,EA,761.28,437.74,-,380.64,63601,63601,,
63607,63607-3,Ratcheting ACSR Cable Cutter,1,1,EA,647.32,372.20,-,323.66,63607,63607,,
63700,63700-1,Heavy Duty Ratcheting Cutter,1,1,EA,"1,452.34",835.10,-,726.17,63700,63700,,
63711,63711-7,Open Jaw Ratcheting Cable Cutter,1,1,EA,452.08,259.95,-,226.04,63711,63711,,
63750,63750-6,Ratcheting Cable Cutter 1000 MCM,1,1,EA,608.16,349.69,-,304.08,63750,63750,,
63751,63751-3,Replacement Moving Blade Set for Pre-2017 Cat. No. 63750,1,1,EA,124.86,78.05,-,62.43,63751,63751,,
63752,63752-0,Fixed Blade Set for Pre-2017 Edition Cat. No. 63750,1,1,EA,129.88,79.27,-,64.94,63752,63752,,
63753,63753-7,Replacement Ratchet Pawl Set for Pre-2017 Cat. No. 63750,1,1,EA,39.66,24.21,-,19.83,63753,63753,,
63754,63754-4,Replacement Moving Handle Set for Pre-2017 No. 63750,1,1,EA,59.34,36.23,-,29.67,63754,63754,,
63755,63755-1,Replacement Fixed Handle Set for Pre-2017 Cat. No. 63750,1,1,EA,129.64,79.44,-,64.82,63755,63755,,
63756,63756-8,Ratchet Release Plate Set for Pre-2017 Cat. No. 63750,1,1,EA,10.66,6.51,-,5.33,63756,63756,,
63757,63757-5,Replacement Springs for Pre-2017 Edition Cat. No. 63750,1,1,EA,7.68,4.68,-,3.84,63757,63757,,
63800ACSR,63002-6,ACSR Ratcheting Cable Cutter,1,1,EA,"1,038.28",597.01,-,519.14,63800ACSR,63800ACSR,,
63814,63814-5,Replacement Head for 14-Inch Bolt Cutter,1,1,EA,55.68,32.01,-,27.84,63814,63814,,
63818,63818-3,Replacement Head for 18-Inch Bolt Cutter,1,1,EA,63.90,36.74,-,31.95,63818,63818,,
63824,63824-4,Replacement Head for 24-Inch Bolt Cutter,1,1,EA,80.60,46.34,-,40.30,63824,63824,,
63831,63831-2,Replacement Head for 30-Inch Bolt Cutter,1,1,EA,80.78,46.43,-,40.39,63831,63831,,
63836,63836-7,Replacement Head for 36-Inch Bolt Cutter,1,1,EA,103.52,59.52,-,51.76,63836,63836,,
63842,63842-8,Replacement Head for 42-Inch Bolt Cutter,1,1,EA,131.86,75.82,79.12,65.93,63842,63842,,
63858,63858-9,Insert Blade Set for 63800ACSR,1,1,EA,326.14,187.53,-,163.07,63858,63858,,
63918,63918-0,Replacement Head for 18-1/4-Inch Bolt Cutter,1,1,EA,104.56,60.13,-,52.28,63918,63918,,
63924,63924-1,Replacement Head for 24-1/2-Inch Bolt Cutter,1,1,EA,132.92,76.44,-,66.46,63924,63924,,
63930,63930-2,Replacement Head for 30-1/2-Inch Bolt Cutter,1,1,EA,171.94,98.88,-,85.97,63930,63930,,
640,13530-9,"Coil Spring for 201-7CST, D201-7CST, D2000-7CST",1,1,EA,1.50,0.99,0.90,0.75,640,640,,
640-1/2,65027-7,"1/2-Inch Coated Nut Driver, 3-Inch Hollow Shaft",6,1,EA,20.44,13.49,12.26,10.22,64012,64012,,
640-5/8,65029-1,"5/8-Inch Coated Nut Driver, 4-Inch Hollow Shaft",6,1,EA,30.28,19.99,18.17,15.14,64058,64058,,
640-7/16,65026-0,"7/16-Inch Coated Nut Driver, 3-Inch Hollow Shaft",6,1,EA,19.68,12.99,11.81,9.84,640716,640716,,
640-9/16,65028-4,"Hollow Shaft Nut Driver, 9/16-Inch Coated Shaft",6,1,EA,26.50,17.49,15.90,13.25,640916,640916,,
641,13531-6,"Coil Spring for 213-9ST, D2000-9ST",1,1,EA,1.50,0.99,-,0.75,641,641,,
64306,64306-4,Grizzly Bar,4,1,EA,151.46,99.99,90.88,75.73,64306,64306,,
64309,64309-5,"Angled Rebar Hickey Bends #3, #4 Rebar",1,1,EA,217.40,124.99,-,108.70,64309,64309,,
64310,64310-1,"Angled Rebar Hickey, Bends #5 Rebar",1,1,EA,199.98,115.99,-,99.99,64310,64310,,
64311,64311-8,"Angled Rebar Hickey, Bends #6 Rebar",1,1,EA,234.76,134.99,-,117.38,64311,64311,,
64312,64312-5,"Angled Rebar Hickey, Bends #7 Thru #9",1,1,EA,330.42,189.99,-,165.21,64312,64312,,
646-1/2,65036-9,1/2-Inch Nut Driver with 6-Inch Hollow Shaft,6,1,EA,15.14,9.99,9.08,7.57,64612,64612,,
646-1/2-INS,65231-8,"Insulated Nut Driver, 1/2-Inch Hex, 6-Inch",6,1,EA,34.10,22.49,20.46,17.05,64612INS,64612INS,,
646-1/2M,65213-4,1/2-Inch Magnetic Tip Nut Driver 6-Inch Shaft,6,1,EA,21.20,13.99,12.72,10.60,64612M,64612M,,
646-1/4,65031-4,1/4-Inch Nut Driver with 6-Inch Hollow Shaft,6,1,EA,12.10,7.99,7.26,6.05,64614,64614,,
646-1/4-INS,65226-4,"Insulated 1/4-Inch Nut Driver, 6-Inch Hollow Shaft",6,1,EA,29.02,18.99,17.41,14.51,64614INS,64614INS,,
646-1/4M,65139-7,"1/4"" Magnetic Tip Nut Driver 6"" Shaft",6,1,EA,15.90,10.49,9.54,7.95,64614M,64614M,,
646-11/32,65033-8,11/32-Inch Nut Driver 6-Inch Hollow Shaft,6,1,EA,12.86,8.49,7.72,6.43,6461132,6461132,,
646-11/32-INS,65228-8,"11/32-Inch Insulated Driver, 6-Inch Hollow Shaft",6,1,EA,30.30,19.99,18.18,15.15,6461132INS,6461132INS,,
646-11/32M,65210-3,11/32-Inch Magnetic Nut Driver 6-Inch Hollow Shaft,6,1,EA,16.76,10.99,10.06,8.38,6461132M,6461132M,,
646-3/16,65030-7,3/16-Inch Nut Driver with 6-Inch Hollow Shaft,6,1,EA,12.10,7.99,7.26,6.05,646316,646316,,
646-3/16-INS,65225-7,3/16-Inch Insulated Nut Driver 6-Inch Hollow Shaft,6,1,EA,28.76,18.99,17.26,14.38,646316INS,646316INS,,
646-3/16M,65209-7,"3/16-Inch Magnetic Nut Driver, 6-Inch Shaft",6,1,EA,14.38,9.49,8.63,7.19,646316M,646316M,,
646-3/8,65034-5,"3/8-Inch Nut Driver, 6-Inch Hollow Shaft",6,1,EA,12.58,8.29,7.55,6.29,64638,64638,,
646-3/8-INS,65229-5,"3/8-Inch Insulated Nut Driver, 6-Inch Hollow Shaft",6,1,EA,30.28,19.99,18.17,15.14,64638INS,64638INS,,
646-3/8M,65211-0,"3/8"" Magnetic Tip Nut Driver 6"" Shaft",6,1,EA,18.16,11.99,10.90,9.08,64638M,64638M,,
646-5/16,65032-1,"5/16-Inch Nut Driver, 6-Inch Hollow Shaft",6,1,EA,12.10,7.99,7.26,6.05,646516,646516,,
646-5/16-INS,65227-1,5/16-Inch Insulated Nut Driver with 6-Inch Shank,6,1,EA,28.76,18.99,17.26,14.38,646516INS,646516INS,,
646-5/16M,65140-3,5/16-Inch Magnetic Nut Driver Cushion-Grip,6,1,EA,17.40,11.49,10.44,8.70,646516M,646516M,,
646-5/8,65038-3,"5/8"" Hollow Shaft Nut Driver 6"" Shaft",6,1,EA,20.44,13.49,12.26,10.22,64658,64658,,
646-5/8-INS,65233-2,"5/8-Inch Insulated Nut Driver, 6-Inch Hollow Shaft",6,1,EA,42.40,27.99,25.44,21.20,64658INS,64658INS,,
646-7/16,65035-2,"7/16-Inch Nut Driver, 6-Inch Hollow Shaft",6,1,EA,14.42,9.49,8.65,7.21,646716,646716,,
646-7/16-INS,65230-1,7/16-Inch Insulated Nut Driver 6-Inch Hollow Shaft,6,1,EA,32.56,21.49,19.54,16.28,646716INS,646716INS,,
646-7/16M,65212-7,7/16-Inch Magnetic Tip Nut Driver 6-Inch Shaft,6,1,EA,19.74,12.99,11.84,9.87,646716M,646716M,,
646-9/16,65037-6,9/16-Inch Nut Driver 6-Inch Hollow Shaft,6,1,EA,19.68,12.99,11.81,9.84,646916,646916,,
646-9/16-INS,65232-5,9/16-Inch Insulated Nut Driver 6-Inch Hollow Shaft,6,1,EA,39.34,25.99,23.60,19.67,646916INS,646916INS,,
646M,65145-8,"Nut Driver Set, Magnetic Nut Drivers, 6-Inch Shafts, 2-Piece",6,1,EA,31.74,24.99,19.04,15.87,646M,646M,,
647,65039-0,"Nut Driver Set, 6-Inch Shafts, 7-Piece",6,1,EA,91.02,59.99,54.61,45.51,647,647,,
647M,65215-8,"Nut Driver Set, Magnetic Nut Drivers, 6-Inch Shafts, 7-Piece",6,1,EA,121.20,79.99,72.72,60.60,647M,647M,,
650,66386-4,Cushion-Grip Scratch Awl,6,1,EA,18.92,12.49,11.35,9.46,650,650,,
65064,65064-2,"2-in-1 Nut Driver, Hex Head, 1/4-Inch and 5/16-Inch",6,1,EA,23.36,15.97,14.02,11.68,65064,65064,,
650DD,32233-4,Demolition Scratch Awl,4,1,EA,27.26,17.99,16.36,13.63,650DD,650DD,,
65129,65129-8,"2-in-1 Nut Driver, Hex Head Slide Drive™, 6-Inch",6,1,EA,31.06,19.97,18.64,15.53,65129,65129,,
65131,65131-1,"2-in-1 Nut Driver, Hex Head Slide Drive™, 1-1/2-Inch",6,1,EA,23.68,18.49,14.21,11.84,65131,65131,,
65160,65160-1,"Nut Driver Set, Metric Nut Drivers, 3-Inch Shafts, 7-Piece",6,1,EA,75.72,49.99,45.43,37.86,65160,65160,,
65200,65116-8,"Slim-Profile Mini Ratchet Set, 5-Piece",6,1,EA,20.96,14.97,12.58,10.48,65200,65200,,
65500,65500-5,"1/4-Inch Drive Socket Wrench Set, 13-Piece",1,1,ST,60.60,39.99,-,30.30,65500,65500,,
65502,65502-9,"3/8-Inch Drive Deep Socket Wrench Set, 8-Piece",1,1,ST,45.44,29.99,-,22.72,65502,65502,,
65504,65504-3,"3/8-Inch Drive Socket Wrench Set, 12-Piece",1,1,ST,75.74,49.99,-,37.87,65504,65504,,
65506,65506-7,"3/8-Inch Drive Socket Wrench Set, Metric, 13-Piece",1,1,ST,34.84,22.99,-,17.42,65506,65506,,
65508,65508-1,"3/8-Inch Drive Socket Wrench Set, 20-Piece",1,1,ST,98.48,64.99,-,49.24,65508,65508,,
65510,65510-4,"1/2-Inch Drive Socket Wrench Set, 12-Piece",1,1,ST,98.48,64.99,-,49.24,65510,65510,,
65512,65512-8,"1/2-Inch Drive Socket Wrench Set, 16-Piece",1,1,ST,151.50,99.99,-,75.75,65512,65512,,
65514,65514-2,"1/2-Inch Drive Deep Socket Wrench Set, 8-Piece",1,1,ST,106.04,69.99,-,53.02,65514,65514,,
65600,65600-2,"3/16-Inch Standard 6-Point Socket, 1/4-Inch Drive",6,1,EA,3.82,2.49,2.29,1.91,65600,65600,,
65601,65601-9,"7/32-Inch Standard 6-Point Socket, 1/4-Inch Drive",6,1,EA,3.82,2.49,2.29,1.91,65601,65601,,
65602,65602-6,"1/4-Inch Standard 6-Point Socket, 1/4-Inch Drive",6,1,EA,3.82,2.49,2.29,1.91,65602,65602,,
65603,65603-3,"9/32-Inch Standard 6-Point Socket, 1/4-Inch Drive",6,1,EA,3.82,2.49,2.29,1.91,65603,65603,,
65604,65604-0,"5/16-Inch Standard 6-Point Socket, 1/4-Inch Drive",6,1,EA,3.82,2.49,2.29,1.91,65604,65604,,
65605,65605-7,"11/32-Inch Standard 6-Point Socket, 1/4-Inch Drive",6,1,EA,3.82,2.49,2.29,1.91,65605,65605,,
65606,65606-4,"3/8-Inch Standard 6-Point Socket, 1/4-Inch Drive",6,1,EA,3.82,2.49,2.29,1.91,65606,65606,,
65607,65607-1,"7/16-Inch Standard 6-Point Socket, 1/4-Inch Drive",6,1,EA,3.82,2.49,2.29,1.91,65607,65607,,
65608,65608-8,"1/2-Inch Standard 6-Point Socket, 1/4-Inch Drive",6,1,EA,3.82,2.49,2.29,1.91,65608,65608,,
65610,65610-1,"1/4"" Deep 6-Point Socket, 1/4"" Drive",6,1,EA,5.38,3.49,3.23,2.69,65610,65610,,
65611,65611-8,"9/32"" Deep 6-Point Socket, 1/4"" Drive",6,1,EA,5.38,3.49,3.23,2.69,65611,65611,,
65613,65613-2,"11/32-Inch Deep 6-Point Socket, 1/4-Inch Drive",6,1,EA,5.38,3.49,3.23,2.69,65613,65613,,
65614,65614-9,"3/8"" Deep 6-Point Socket, 1/4"" Drive",6,1,EA,5.38,3.49,3.23,2.69,65614,65614,,
65615,65615-6,"7/16-Inch Deep 6-Point Socket, 1/4-Inch Drive",6,1,EA,5.38,3.49,3.23,2.69,65615,65615,,
65620,65620-0,"4-3/4-Inch Ratchet, 1/4-Inch Drive",3,1,EA,20.28,13.29,12.17,10.14,65620,65620,,
65621,65621-7,Spinner Handle,6,1,EA,8.44,5.49,5.06,4.22,65621,65621,,
65622,65622-4,2-Inch Extension with 1/4-Inch Socket Size,6,1,EA,6.82,4.49,4.09,3.41,65622,65622,,
65623,65623-1,6-Inch Extension,6,1,EA,9.86,6.49,5.92,4.93,65623,65623,,
65700,65700-9,"3/8-Inch Standard 6-Point Socket, 3/8-Inch Drive",6,1,EA,4.34,2.99,2.60,2.17,65700,65700,,
65701,65701-6,"7/16-Inch Standard 6-Point Socket, 3/8-Inch Drive",6,1,EA,4.34,2.99,2.60,2.17,65701,65701,,
65702,65702-3,"1/2-Inch Standard 6-Point Socket, 3/8-Inch Drive",6,1,EA,4.34,2.99,2.60,2.17,65702,65702,,
65703,65703-0,"9/16-Inch Standard 6-Point Socket, 3/8-Inch Drive",6,1,EA,4.34,2.99,2.60,2.17,65703,65703,,
65704,65704-7,"5/8-Inch Standard 12-Point Socket, 3/8-Inch Drive",6,1,EA,4.34,2.99,2.60,2.17,65704,65704,,
65705,65705-4,11/16-Inch Standard 12-Point Socket 3/8-Inch Drive,6,1,EA,4.34,2.99,2.60,2.17,65705,65705,,
65706,65706-1,"3/4-Inch Standard 12-Point Socket, 3/8-Inch Drive",6,1,EA,4.34,2.99,2.60,2.17,65706,65706,,
65707,65707-8,13/16-Inch Standard 12-Point Socket 3/8-Inch Drive,6,1,EA,6.80,4.49,4.08,3.40,65707,65707,,
65708,65708-5,"7/8-Inch Standard 12-Point Socket, 3/8-Inch Drive",6,1,EA,6.80,4.49,4.08,3.40,65708,65708,,
65711,65711-5,"7/16-Inch Deep 6-Point Socket, 3/8-Inch Drive",6,1,EA,12.06,7.99,7.24,6.03,65711,65711,,
65712,65712-2,"1/2-Inch Deep 6-Point Socket, 3/8-Inch Drive",6,1,EA,12.06,7.99,7.24,6.03,65712,65712,,
65713,65713-9,"9/16-Inch Deep 6-Point Socket, 3/8-Inch Drive",6,1,EA,12.06,7.99,7.24,6.03,65713,65713,,
65714,65714-6,"5/8-Inch Deep 6-Point Socket, 3/8-Inch Drive",6,1,EA,12.06,7.99,7.24,6.03,65714,65714,,
65715,65715-3,"11/16-Inch Deep 6 Point Socket, 3/8-Inch Drive",6,1,EA,12.06,7.99,7.24,6.03,65715,65715,,
65716,65716-0,"3/4-Inch Deep 6-Point Socket, 3/8-Inch Drive",6,1,EA,13.62,8.99,8.17,6.81,65716,65716,,
65717,65717-7,"13/16-Inch Deep 6-Point Socket, 3/8-Inch Drive",6,1,EA,13.62,8.99,8.17,6.81,65717,65717,,
65720,65720-7,"7-Inch Ratchet, 3/8-Inch Drive",3,1,EA,25.74,16.99,15.44,12.87,65720,65720,,
65721,65721-4,1-3/4-Inch Extension,6,1,EA,5.38,3.49,3.23,2.69,65721,65721,,
65722,65722-1,3-Inch Extension,6,1,EA,8.44,5.49,5.06,4.22,65722,65722,,
65723,65723-8,6-Inch Extension 3/8-Inch Socket Size,6,1,EA,9.90,6.49,5.94,4.95,65723,65723,,
65724,65724-5,"5/8-Inch Spark Plug Socket, 3/8-Inch Drive",6,1,EA,10.42,6.99,6.25,5.21,65724,65724,,
65800,65800-6,"7/16-Inch Standard 12-Point Socket, 1/2-Inch Drive",6,1,EA,8.82,5.99,5.29,4.41,65800,65800,,
65801,65801-3,"1/2-Inch Standard 12-Point Socket, 1/2-Inch Drive",6,1,EA,8.82,5.99,5.29,4.41,65801,65801,,
65802,65802-0,"9/16-Inch Standard 12-Point Socket, 1/2-Inch Drive",6,1,EA,8.82,5.99,5.29,4.41,65802,65802,,
65804,65804-4,11/16-Inch Standard 12-Point Socket 1/2-Inch Drive,6,1,EA,10.42,6.99,6.25,5.21,65804,65804,,
65805,65805-1,"3/4-Inch Standard 12-Point Socket, 1/2-Inch Drive",6,1,EA,10.42,6.99,6.25,5.21,65805,65805,,
65806,65806-8,13/16-Inch Standard 12-Point Socket 1/2-Inch Drive,6,1,EA,10.42,6.99,6.25,5.21,65806,65806,,
65807,65807-5,"7/8-Inch Standard 12-Point Socket, 1/2-Inch Drive",6,1,EA,10.42,6.99,6.25,5.21,65807,65807,,
65808,65808-2,15/16-Inch Standard 12-Point Socket 1/2-Inch Drive,6,1,EA,12.06,7.99,7.24,6.03,65808,65808,,
65809,65809-9,"1-Inch Standard 12 Point Socket, 1/2-Inch Drive",6,1,EA,12.06,7.99,7.24,6.03,65809,65809,,
65810,65810-5,1-1/16-Inch Standard 12-Pt Socket 1/2-Inch Drive,6,1,EA,13.62,8.99,8.17,6.81,65810,65810,,
65811,65811-2,1-1/8-Inch Standard 12-Point Socket 1/2-Inch Drive,6,1,EA,13.62,8.99,8.17,6.81,65811,65811,,
65812,65812-9,1-1/4-Inch Standard 12-Point Socket 1/2-Inch Drive,6,1,EA,13.62,8.99,8.17,6.81,65812,65812,,
65820,65820-4,"10-Inch Ratchet, 1/2-Inch Drive",3,1,EA,37.86,24.99,22.72,18.93,65820,65820,,
65821,65821-1,"5-Inch Extension, 1/2-Inch Drive",6,1,EA,9.08,5.99,5.45,4.54,65821,65821,,
65823,65823-5,5/8-Inch Spark Plug Socket 1/2-Inch Drive,6,1,EA,10.42,6.99,6.25,5.21,65823,65823,,
65825,65825-9,"1/2-Inch Deep 12-Point Socket, 1/2-Inch Drive",6,1,EA,11.52,7.49,6.91,5.76,65825,65825,,
65826,65826-6,"9/16-Inch Deep 12-Point Socket, 1/2-Inch Drive",6,1,EA,11.52,7.49,6.91,5.76,65826,65826,,
65827,65827-3,"5/8-Inch Deep 12-Point Socket, 1/2-Inch Drive",6,1,EA,14.32,9.49,8.59,7.16,65827,65827,,
65828,65828-0,"11/16-Inch Deep 12-Point Socket, 1/2-Inch Drive",6,1,EA,14.32,9.49,8.59,7.16,65828,65828,,
65829,65829-7,"3/4-Inch Deep 12-Point Socket, 1/2-Inch Drive",6,1,EA,14.32,9.49,8.59,7.16,65829,65829,,
65830,65830-3,"13/16-Inch Deep 12-Point Socket, 1/2-Inch Drive",6,1,EA,17.42,11.49,10.45,8.71,65830,65830,,
65831,65831-0,"7/8-Inch Deep 12-Point Socket, 1/2-Inch Drive",6,1,EA,17.42,11.49,10.45,8.71,65831,65831,,
65907,65907-2,"7 mm Metric 6-Point Socket, 3/8-Inch Drive",6,1,EA,5.28,3.49,3.17,2.64,65907,65907,,
65908,65908-9,8 mm Metric 6-Point Socket - 3/8-Inch Drive,6,1,EA,5.28,3.49,3.17,2.64,65908,65908,,
65909,65909-6,"9 mm Metric 6-Point Socket, 3/8-Inch Drive",6,1,EA,5.28,3.49,3.17,2.64,65909,65909,,
65910,65910-2,"10 mm Metric 6-Point Socket, 3/8-Inch Drive",6,1,EA,5.28,3.49,3.17,2.64,65910,65910,,
65911,65911-9,"11 mm Metric 6-Point Socket, 3/8-Inch Drive",6,1,EA,5.28,3.49,3.17,2.64,65911,65911,,
65912,65912-6,"12 mm Metric 6-Point Socket, 3/8-Inch Drive",6,1,EA,6.00,3.99,3.60,3.00,65912,65912,,
65913,65913-3,"13 mm Metric 6-Point Socket, 3/8-Inch Drive",6,1,EA,6.00,3.99,3.60,3.00,65913,65913,,
65914,65914-0,"14 mm Metric 6-Point Socket, 3/8-Inch Drive",6,1,EA,6.00,3.99,3.60,3.00,65914,65914,,
65915,65915-7,"15 mm Metric 6-Point Socket, 3/8-Inch Drive",6,1,EA,6.00,3.99,3.60,3.00,65915,65915,,
65916,65916-4,"16 mm Metric 6-Point Socket, 3/8-Inch Drive",6,1,EA,6.00,3.99,3.60,3.00,65916,65916,,
65917,65917-1,"17 mm Metric 6-Point Socket, 3/8-Inch Drive",6,1,EA,6.00,3.99,3.60,3.00,65917,65917,,
65918,65918-8,"18 mm Metric 6-Point Socket, 3/8-Inch Drive",6,1,EA,6.00,3.99,3.60,3.00,65918,65918,,
65919,65919-5,"19 mm Metric 6-Point Socket, 3/8-Inch Drive",6,1,EA,6.00,3.99,3.60,3.00,65919,65919,,
660,85160-5,#0 Square Recess Screwdriver 4-Inch Shank,6,1,EA,13.60,8.99,8.16,6.80,660,660,,
66001,65046-8,"2-in-1 Impact Socket, 12-Point, 3/4 and 9/16-Inch",6,1,EA,68.00,39.99,40.80,34.00,66001,66001,,
66004,38005-1,"2-in-1 Impact Socket, 6-Point, 3/4 and 9/16-Inch",6,1,EA,68.00,39.99,40.80,34.00,66004,66004,,
66010,65052-9,"2-In-1 Impact Socket Set, 12-Point, 6-Piece",1,1,EA,344.76,199.99,-,172.38,66010,66010,,
66011,65053-6,"2-in-1 Impact Socket, 12-Point, 1/2 and 3/8-Inch",1,1,EA,66.06,39.47,-,33.03,66011,66011,,
66012,38206-2,"2-in-1 Impact Socket, 12-Point, 5/8 and 7/16-Inch",1,1,EA,70.46,41.55,-,35.23,66012,66012,,
66014,38207-9,"2-in-1 Impact Socket, 12-Point, 7/8 and 11/16-Inch",1,1,EA,83.68,48.82,-,41.84,66014,66014,,
66015,38208-6,"2-in-1 Impact Socket, 12-Point, 1 and 13/16-Inch",1,1,EA,92.50,54.02,-,46.25,66015,66015,,
66016,65054-3,"2-in-1 Impact Socket, 12-Point, 1-1/8 and 15/16-Inch",1,1,EA,96.90,55.71,-,48.45,66016,66016,,
66030,65076-5,"2-in-1 Coated Impact Socket, 12-Point, 3/4 and 9/16-Inch",1,1,EA,83.30,49.98,-,41.65,66030,66030,,
66031,65087-1,"3-in-1 Slotted Impact Socket, 12-Point, 3/4 and 9/16-Inch",6,1,EA,85.00,49.99,51.00,42.50,66031,66031,,
66040,38209-3,"2-in-1 Impact Socket Set, 12-Point, 5-Piece",1,1,EA,217.02,124.79,-,108.51,66040,66040,,
66050E,65075-8,"2-in-1 Metric Impact Socket Set, 12-Point, 5-Piece",1,1,EA,249.24,149.54,-,124.62,66050E,66050E,,
66051E,65112-0,"2-in-1 Metric Impact Socket, 12-Point, 17 x 13 mm",1,1,EA,74.46,44.68,-,37.23,66051E,66051E,,
66052E,65077-2,"2-in-1 Metric Impact Socket, 12-Point, 24 x 19 mm",1,1,EA,80.62,48.38,-,40.31,66052E,66052E,,
66053E,65078-9,"2-in-1 Metric Impact Socket, 12-Point, 30 x 22 mm",1,1,EA,103.90,62.34,-,51.95,66053E,66053E,,
66054E,65079-6,"2-in-1 Metric Impact Socket, 12-Point, 32 x 27 mm",1,1,EA,108.46,65.07,-,54.23,66054E,66054E,,
66060,65088-8,"2-in-1 Impact Socket Set, 6-Point, 6-Piece",1,1,EA,344.76,199.99,-,172.38,66060,66060,,
66061,65091-8,"2-in-1 Impact Socket, 6-Point, 1/2 and 3/8-Inch",6,1,EA,66.06,39.47,-,33.03,66061,66061,,
66062,65107-6,"2-in-1 Impact Socket, 6-Point, 5/8 and 7/16-Inch",6,1,EA,70.46,41.55,-,35.23,66062,66062,,
66064,65108-3,"2-in-1 Impact Socket, 6-Point, 7/8 and 11/16-Inch",6,1,EA,83.68,48.82,-,41.84,66064,66064,,
66065,65109-0,"2-in-1 Impact Socket, 6-Point, 1 and 13/16-Inch",6,1,EA,92.50,54.02,-,46.25,66065,66065,,
66066,65110-6,"2-in-1 Impact Socket, 6-Point, 1-1/8 and 15/16-Inch",6,1,EA,96.90,55.71,-,48.45,66066,66066,,
66070,38213-0,"Flip Impact Socket Set, 7-Piece",1,1,EA,69.98,49.97,-,34.99,66070,66070,,
66073,13200-1,"Flip Impact Socket, 15/16 and 7/8-Inch",1,1,EA,21.00,15.00,-,10.50,66073,66073,,
66074,13201-8,"Flip Impact Socket, 3/4 and 13/16-Inch",1,1,EA,17.80,12.71,-,8.90,66074,66074,,
66075,13202-5,"Flip Impact Socket, 11/16 and 5/8-Inch",1,1,EA,17.80,12.71,-,8.90,66075,66075,,
66076,13205-6,"Flip Impact Socket, 9/16 and 1/2-Inch",1,1,EA,15.00,10.71,-,7.50,66076,66076,,
66077,13206-3,"Flip Impact Socket, 7/16 and 3/8-Inch",1,1,EA,14.60,10.43,-,7.30,66077,66077,,
66078,13208-7,"Flip Impact Socket Adapter, Large, 1/2 to 1/2-Inch",1,1,EA,15.60,9.36,-,7.80,66078,66078,,
66079,13209-4,"Flip Impact Socket Adapter, Small, 1/4 to 1/4-Inch",1,1,EA,9.60,6.86,-,4.80,66079,66079,,
66080,38214-7,2-in-1 Penta/Hex Flip Socket with Adapter,1,1,EA,84.00,50.40,-,42.00,66080,66080,,
661,85162-9,"Screwdriver, #1 Square Recess Tip, 4-Inch Shank",6,1,EA,13.60,8.99,8.16,6.80,661,661,,
661-4-INS,85336-4,"Insulated Screwdriver, #1 Square Tip, 4-Inch Shank",6,1,EA,27.24,17.99,16.34,13.62,6614INS,6614INS,,
