Model Number,Item Name,Description,UPC Code,Estimated Lead Time (Days),List Price,My Price,Future Price Effective Date,Future List Price,Future My Price,Note on Estimated Lead Time,,,,,,,,
LWT-GGG-AL,NEW ARCH WALLPLATE 3GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GGG-AL,784276002080,10,48.00,24.00,2022-07-10,52.00,26.00,Ships in 2-3 weeks,,,,,,,,
LWT-GGG-BB,NEW ARCH WALLPLATE 3GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GGG-BB,784276002363,20,225.00,112.50,2022-07-10,245.00,122.50,Ships in 4-5 weeks,,,,,,,,
LWT-GGG-BC,NEW ARCH WALLPLATE 3GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GGG-BC,784276002370,20,225.00,112.50,2022-07-10,245.00,122.50,Ships in 4-5 weeks,,,,,,,,
LWT-GGG-BE,NEW ARCH WALLPLATE 3GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GGG-BE,784276002066,2,48.00,24.00,2022-07-10,52.00,26.00,Ships in 1-2 weeks,,,,,,,,
LWT-GGG-BL,NEW ARCH WALLPLATE 3GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GGG-BL,784276002141,2,48.00,24.00,2022-07-10,52.00,26.00,Ships in 1-2 weeks,,,,,,,,
LWT-GGG-BN,NEW ARCH WALLPLATE 3GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GGG-BN,784276002424,10,225.00,112.50,2022-07-10,245.00,122.50,Ships in 2-3 weeks,,,,,,,,
LWT-GGG-BR,NEW ARCH WALLPLATE 3GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GGG-BR,784276002134,2,48.00,24.00,2022-07-10,52.00,26.00,Ships in 1-2 weeks,,,,,,,,
LWT-GGG-CBL,NEW ARCH WALLPLATE 3GANG GFK T,CBL GLS,784276153423,20,150.00,75.00,2022-07-10,165.00,82.50,Ships in 4-5 weeks,,,,,,,,
LWT-GGG-CWH,NEW ARCH WALLPLATE 3GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GGG-CWH,784276002349,15,150.00,75.00,2022-07-10,165.00,82.50,Ships in 3-4 weeks,,,,,,,,
LWT-GGGG-AL,NEW ARCH WALLPLATE 4GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GGGG-AL,784276002493,10,61.00,30.50,2022-07-10,66.00,33.00,Ships in 2-3 weeks,,,,,,,,
LWT-GGGG-BB,NEW ARCH WALLPLATE 4GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GGGG-BB,784276002776,20,275.00,137.50,2022-07-10,300.00,150.00,Ships in 4-5 weeks,,,,,,,,
LWT-GGGG-BC,NEW ARCH WALLPLATE 4GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GGGG-BC,784276002783,20,275.00,137.50,2022-07-10,300.00,150.00,Ships in 4-5 weeks,,,,,,,,
LWT-GGGG-BE,NEW ARCH WALLPLATE 4GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GGGG-BE,784276002479,2,61.00,30.50,2022-07-10,66.00,33.00,Ships in 1-2 weeks,,,,,,,,
LWT-GGGG-BL,NEW ARCH WALLPLATE 4GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GGGG-BL,784276002554,2,61.00,30.50,2022-07-10,66.00,33.00,Ships in 1-2 weeks,,,,,,,,
LWT-GGGG-BN,NEW ARCH WALLPLATE 4GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GGGG-BN,784276002837,20,275.00,137.50,2022-07-10,300.00,150.00,Ships in 4-5 weeks,,,,,,,,
LWT-GGGG-BR,NEW ARCH WALLPLATE 4GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GGGG-BR,784276002547,10,61.00,30.50,2022-07-10,66.00,33.00,Ships in 2-3 weeks,,,,,,,,
LWT-GGGG-CBL,NEW ARCH WALLPLATE 4GANG GFK T,CBL GLS,784276153430,20,170.00,85.00,2022-07-10,185.00,92.50,Ships in 4-5 weeks,,,,,,,,
LWT-GGGG-CWH,NEW ARCH WALLPLATE 4GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GGGG-CWH,784276002752,20,170.00,85.00,2022-07-10,185.00,92.50,Ships in 4-5 weeks,,,,,,,,
LWT-GGGG-GR,NEW ARCH WALLPLATE 4GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GGGG-GR,784276002516,2,61.00,30.50,2022-07-10,66.00,33.00,Ships in 1-2 weeks,,,,,,,,
LWT-GGGG-IV,NEW ARCH WALLPLATE 4GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GGGG-IV,784276002486,2,61.00,30.50,2022-07-10,66.00,33.00,Ships in 1-2 weeks,,,,,,,,
LWT-GGGG-LA,NEW ARCH WALLPLATE 4GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GGGG-LA,784276002509,2,61.00,30.50,2022-07-10,66.00,33.00,Ships in 1-2 weeks,,,,,,,,
LWT-GGGG-QB,NEW ARCH WALLPLATE 4GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GGGG-QB,784276002790,20,275.00,137.50,2022-07-10,300.00,150.00,Ships in 4-5 weeks,,,,,,,,
LWT-GGGG-QZ,NEW ARCH WALLPLATE 4GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GGGG-QZ,784276002806,10,275.00,137.50,2022-07-10,300.00,150.00,Ships in 2-3 weeks,,,,,,,,
LWT-GGG-GR,NEW ARCH WALLPLATE 3GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GGG-GR,784276002103,2,48.00,24.00,2022-07-10,52.00,26.00,Ships in 1-2 weeks,,,,,,,,
LWT-GGGG-SB,NEW ARCH WALLPLATE 4GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GGGG-SB,784276002769,20,275.00,137.50,2022-07-10,300.00,150.00,Ships in 4-5 weeks,,,,,,,,
LWT-GGGG-SC,NEW ARCH WALLPLATE 4GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GGGG-SC,784276002813,20,275.00,137.50,2022-07-10,300.00,150.00,Ships in 4-5 weeks,,,,,,,,
LWT-GGGG-SI,NEW ARCH WALLPLATE 4GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GGGG-SI,784276002660,2,61.00,30.50,2022-07-10,66.00,33.00,Ships in 1-2 weeks,,,,,,,,
LWT-GGGG-SN,NEW ARCH WALLPLATE 4GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GGGG-SN,784276002820,20,275.00,137.50,2022-07-10,300.00,150.00,Ships in 4-5 weeks,,,,,,,,
LWT-GGGG-TP,NEW ARCH WALLPLATE 4GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GGGG-TP,784276002608,2,61.00,30.50,2022-07-10,66.00,33.00,Ships in 1-2 weeks,,,,,,,,
LWT-GGGG-WH,NEW ARCH WALLPLATE 4GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GGGG-WH,784276002462,10,61.00,30.50,2022-07-10,66.00,33.00,Ships in 2-3 weeks,,,,,,,,
LWT-GGG-IV,NEW ARCH WALLPLATE 3GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GGG-IV,784276002073,2,48.00,24.00,2022-07-10,52.00,26.00,Ships in 1-2 weeks,,,,,,,,
LWT-GGG-LA,NEW ARCH WALLPLATE 3GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GGG-LA,784276002097,2,48.00,24.00,2022-07-10,52.00,26.00,Ships in 1-2 weeks,,,,,,,,
LWT-GGG-QB,NEW ARCH WALLPLATE 3GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GGG-QB,784276002387,20,225.00,112.50,2022-07-10,245.00,122.50,Ships in 4-5 weeks,,,,,,,,
LWT-GGG-QZ,NEW ARCH WALLPLATE 3GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GGG-QZ,784276002394,10,225.00,112.50,2022-07-10,245.00,122.50,Ships in 2-3 weeks,,,,,,,,
LWT-GG-GR,NEW ARCH WALLPLATE 2GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GG-GR,784276000871,2,36.00,18.00,2022-07-10,39.00,19.50,Ships in 1-2 weeks,,,,,,,,
LWT-GGG-SB,NEW ARCH WALLPLATE 3GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GGG-SB,784276002356,20,225.00,112.50,2022-07-10,245.00,122.50,Ships in 4-5 weeks,,,,,,,,
LWT-GGG-SC,NEW ARCH WALLPLATE 3GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GGG-SC,784276002400,20,225.00,112.50,2022-07-10,245.00,122.50,Ships in 4-5 weeks,,,,,,,,
LWT-GGG-SI,NEW ARCH WALLPLATE 3GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GGG-SI,784276002257,2,48.00,24.00,2022-07-10,52.00,26.00,Ships in 1-2 weeks,,,,,,,,
LWT-GGG-SN,NEW ARCH WALLPLATE 3GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GGG-SN,784276002417,20,225.00,112.50,2022-07-10,245.00,122.50,Ships in 4-5 weeks,,,,,,,,
LWT-GGGT-AL,NEW ARCH WALLPLATE 3GFK T/1ACC,ALMOND,784276156882             ,10,61.00,30.50,2022-07-10,66.00,33.00,Ships in 2-3 weeks,,,,,,,,
LWT-GGGT-BB,NEW ARCH WALLPLATE 3GFK T/1ACC,BR BRSS,784276156974             ,20,275.00,137.50,2022-07-10,300.00,150.00,Ships in 4-5 weeks,,,,,,,,
LWT-GGGT-BC,NEW ARCH WALLPLATE 3GFK T/1ACC,BR CHRM,784276156981             ,20,275.00,137.50,2022-07-10,300.00,150.00,Ships in 4-5 weeks,,,,,,,,
LWT-GGGT-BE,NEW ARCH WALLPLATE 3GFK T/1ACC,BEIGE,784276156868             ,10,61.00,30.50,2022-07-10,66.00,33.00,Ships in 2-3 weeks,,,,,,,,
LWT-GGGT-BL,NEW ARCH WALLPLATE 3GFK T/1ACC,BLACK,784276156943             ,10,61.00,30.50,2022-07-10,66.00,33.00,Ships in 2-3 weeks,,,,,,,,
LWT-GGGT-BN,NEW ARCH WALLPLATE 3GFK T/1ACC,BR NCKL,784276157032             ,20,275.00,137.50,2022-07-10,300.00,150.00,Ships in 4-5 weeks,,,,,,,,
LWT-GGGT-CWH,NEW ARCH WALLPLATE 3GFK T/1ACC,CWH GLS,784276156950             ,10,170.00,85.00,2022-07-10,185.00,92.50,Ships in 2-3 weeks,,,,,,,,
LWT-GGGT-GR,NEW ARCH WALLPLATE 3GFK T/1ACC,GRAY,784276156905             ,10,61.00,30.50,2022-07-10,66.00,33.00,Ships in 2-3 weeks,,,,,,,,
LWT-GGGT-IV,NEW ARCH WALLPLATE 3GFK T/1ACC,IVORY,784276156875             ,10,61.00,30.50,2022-07-10,66.00,33.00,Ships in 2-3 weeks,,,,,,,,
LWT-GGGT-LA,NEW ARCH WALLPLATE 3GRFT/1ACC,LTALMD,784276156899             ,10,61.00,30.50,2022-07-10,66.00,33.00,Ships in 2-3 weeks,,,,,,,,
LWT-GGG-TP,NEW ARCH WALLPLATE 3GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GGG-TP,784276002196,2,48.00,24.00,2022-07-10,52.00,26.00,Ships in 1-2 weeks,,,,,,,,
LWT-GGGT-SB,NEW ARCH WALLPLATE 3GFK T/1ACC,STN BRSS,784276156967             ,20,275.00,137.50,2022-07-10,300.00,150.00,Ships in 4-5 weeks,,,,,,,,
LWT-GGGT-SC,NEW ARCH WALLPLATE 3GFK T/1ACC,STN CHRM,784276157018             ,20,275.00,137.50,2022-07-10,300.00,150.00,Ships in 4-5 weeks,,,,,,,,
LWT-GGGT-SI,NEW ARCH WALLPLATE 3GFK T/1ACC,SIENNA,784276156929             ,10,61.00,30.50,2022-07-10,66.00,33.00,Ships in 2-3 weeks,,,,,,,,
LWT-GGGT-SN,NEW ARCH WALLPLATE 3GFK T/1ACC,STN NCKL,784276157025             ,20,275.00,137.50,2022-07-10,300.00,150.00,Ships in 4-5 weeks,,,,,,,,
LWT-GGGT-TP,NEW ARCH WALLPLATE 3GFK T/1ACC,TAUPE,784276156912             ,10,61.00,30.50,2022-07-10,66.00,33.00,Ships in 2-3 weeks,,,,,,,,
LWT-GGGT-WH,NEW ARCH WALLPLATE 3GFK T/1ACC,WHITE,784276156851             ,10,61.00,30.50,2022-07-10,66.00,33.00,Ships in 2-3 weeks,,,,,,,,
LWT-GGG-WH,NEW ARCH WALLPLATE 3GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GGG-WH,784276002059,2,48.00,24.00,2022-07-10,52.00,26.00,Ships in 1-2 weeks,,,,,,,,
LWT-GG-IV,NEW ARCH WALLPLATE 2GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GG-IV,784276000840,2,36.00,18.00,2022-07-10,39.00,19.50,Ships in 1-2 weeks,,,,,,,,
LWT-GG-LA,NEW ARCH WALLPLATE 2GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GG-LA,784276000864,2,36.00,18.00,2022-07-10,39.00,19.50,Ships in 1-2 weeks,,,,,,,,
LWT-GG-QB,NEW ARCH WALLPLATE 2GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GG-QB,784276001151,20,170.00,85.00,2022-07-10,185.00,92.50,Ships in 4-5 weeks,,,,,,,,
LWT-GG-QZ,NEW ARCH WALLPLATE 2GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GG-QZ,784276001168,10,170.00,85.00,2022-07-10,185.00,92.50,Ships in 2-3 weeks,,,,,,,,
LWT-G-GR,NEW ARCH WALLPLATE 1GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-G-GR,784276000468,2,16.00,8.00,2022-07-10,17.50,8.75,Ships in 1-2 weeks,,,,,,,,
LWT-GG-SB,NEW ARCH WALLPLATE 2GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GG-SB,784276001120,15,170.00,85.00,2022-07-10,185.00,92.50,Ships in 3-4 weeks,,,,,,,,
LWT-GG-SC,NEW ARCH WALLPLATE 2GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GG-SC,784276001175,20,170.00,85.00,2022-07-10,185.00,92.50,Ships in 4-5 weeks,,,,,,,,
LWT-GG-SI,NEW ARCH WALLPLATE 2GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GG-SI,784276001021,2,36.00,18.00,2022-07-10,39.00,19.50,Ships in 1-2 weeks,,,,,,,,
LWT-GG-SN,NEW ARCH WALLPLATE 2GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GG-SN,784276001182             ,20,170.00,85.00,2022-07-10,185.00,92.50,Ships in 4-5 weeks,,,,,,,,
LWT-GGT-AL,NEW ARCH WALLPLATE 2GFK T/1ACC,ALMOND,784276156004             ,10,48.00,24.00,2022-07-10,52.00,26.00,Ships in 2-3 weeks,,,,,,,,
LWT-GGT-BB,NEW ARCH WALLPLATE 2GFK T/1ACC,BR BRSS,784276156097             ,20,225.00,112.50,2022-07-10,245.00,122.50,Ships in 4-5 weeks,,,,,,,,
LWT-GGT-BC,NEW ARCH WALLPLATE 2GFK T/1ACC,BR CHRM,784276156103             ,20,225.00,112.50,2022-07-10,245.00,122.50,Ships in 4-5 weeks,,,,,,,,
LWT-GGT-BE,NEW ARCH WALLPLATE 2GFK T/1ACC,BEIGE,784276155984             ,10,48.00,24.00,2022-07-10,52.00,26.00,Ships in 2-3 weeks,,,,,,,,
LWT-GGT-BL,NEW ARCH WALLPLATE 2GFK T/1ACC,BLACK,784276156066             ,10,48.00,24.00,2022-07-10,52.00,26.00,Ships in 2-3 weeks,,,,,,,,
LWT-GGT-BN,NEW ARCH WALLPLATE 2GFK T/1ACC,BR NCKL,784276156158             ,20,225.00,112.50,2022-07-10,245.00,122.50,Ships in 4-5 weeks,,,,,,,,
LWT-GGT-CBL,NEW ARCH WALLPLATE 2GFK T/1ACC,CBL GLS,784276158213             ,20,150.00,75.00,2022-07-10,165.00,82.50,Ships in 4-5 weeks,,,,,,,,
LWT-GGT-CWH,NEW ARCH WALLPLATE 2GFK T/1ACC,CWH GLS,784276156073             ,10,150.00,75.00,2022-07-10,165.00,82.50,Ships in 2-3 weeks,,,,,,,,
LWT-GGT-GR,NEW ARCH WALLPLATE 2GFK T/1ACC,GRAY,784276156028             ,10,48.00,24.00,2022-07-10,52.00,26.00,Ships in 2-3 weeks,,,,,,,,
LWT-GGT-IV,NEW ARCH WALLPLATE 2GFK T/1ACC,IVORY,784276155991             ,10,48.00,24.00,2022-07-10,52.00,26.00,Ships in 2-3 weeks,,,,,,,,
LWT-GGT-LA,NEW ARCH WALLPLATE 2GFK T/1ACC,LTALMD,784276156011             ,10,48.00,24.00,2022-07-10,52.00,26.00,Ships in 2-3 weeks,,,,,,,,
LWT-GG-TP,NEW ARCH WALLPLATE 2GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GG-TP,784276000963,2,36.00,18.00,2022-07-10,39.00,19.50,Ships in 1-2 weeks,,,,,,,,
LWT-GGT-SB,NEW ARCH WALLPLATE 2GFK T/1ACC,STN BRSS,784276156080             ,20,225.00,112.50,2022-07-10,245.00,122.50,Ships in 4-5 weeks,,,,,,,,
LWT-GGT-SC,NEW ARCH WALLPLATE 2GFK T/1ACC,STN CHRM,784276156134             ,20,225.00,112.50,2022-07-10,245.00,122.50,Ships in 4-5 weeks,,,,,,,,
LWT-GGT-SI,NEW ARCH WALLPLATE 2GFK T/1ACC,SIENNA,784276156042             ,10,48.00,24.00,2022-07-10,52.00,26.00,Ships in 2-3 weeks,,,,,,,,
LWT-GGT-SN,NEW ARCH WALLPLATE 2GFK T/1ACC,STN NCKL,784276156141             ,20,225.00,112.50,2022-07-10,245.00,122.50,Ships in 4-5 weeks,,,,,,,,
LWT-GGTT-AL,NEW ARCH WALLPLATE 2GFK T/2ACC,ALMOND,784276157100             ,10,61.00,30.50,2022-07-10,66.00,33.00,Ships in 2-3 weeks,,,,,,,,
LWT-GGTT-BB,NEW ARCH WALLPLATE 2GFK T/2ACC,BR BRSS,784276157193             ,20,275.00,137.50,2022-07-10,300.00,150.00,Ships in 4-5 weeks,,,,,,,,
LWT-GGTT-BC,NEW ARCH WALLPLATE 2GFK T/2ACC,BR CHRM,784276157209             ,20,275.00,137.50,2022-07-10,300.00,150.00,Ships in 4-5 weeks,,,,,,,,
LWT-GGTT-BE,NEW ARCH WALLPLATE 2GFK T/2ACC,BEIGE,784276157087             ,10,61.00,30.50,2022-07-10,66.00,33.00,Ships in 2-3 weeks,,,,,,,,
LWT-GGTT-BL,NEW ARCH WALLPLATE 2GFK T/2ACC,BLACK,784276157162             ,10,61.00,30.50,2022-07-10,66.00,33.00,Ships in 2-3 weeks,,,,,,,,
LWT-GGTT-BN,NEW ARCH WALLPLATE 2GFK T/2ACC,BR NCKL,784276157254             ,20,275.00,137.50,2022-07-10,300.00,150.00,Ships in 4-5 weeks,,,,,,,,
LWT-GGTT-CBL,NEW ARCH WALLPLATE 2GFK T/2ACC,CBL GLS,784276158268             ,20,170.00,85.00,2022-07-10,185.00,92.50,Ships in 4-5 weeks,,,,,,,,
LWT-GGTT-CWH,NEW ARCH WALLPLATE 2GFK T/2ACC,CWH GLS,784276157179             ,10,170.00,85.00,2022-07-10,185.00,92.50,Ships in 2-3 weeks,,,,,,,,
LWT-GGTT-GR,NEW ARCH WALLPLATE 2GFK T/2ACC,GRAY,784276157124             ,10,61.00,30.50,2022-07-10,66.00,33.00,Ships in 2-3 weeks,,,,,,,,
LWT-GGTT-IV,NEW ARCH WALLPLATE 2GFK T/2ACC,IVORY,784276157094             ,10,61.00,30.50,2022-07-10,66.00,33.00,Ships in 2-3 weeks,,,,,,,,
LWT-GGTT-LA,NEW ARCH WALLPLATE 2GFK T/2ACC,LTALMD,784276157117             ,10,61.00,30.50,2022-07-10,66.00,33.00,Ships in 2-3 weeks,,,,,,,,
LWT-GGT-TP,NEW ARCH WALLPLATE 2GFK T/1ACC,TAUPE,784276156035             ,10,48.00,24.00,2022-07-10,52.00,26.00,Ships in 2-3 weeks,,,,,,,,
LWT-GGTT-SB,NEW ARCH WALLPLATE 2GFK T/2ACC,STN BRSS,784276157186             ,20,275.00,137.50,2022-07-10,300.00,150.00,Ships in 4-5 weeks,,,,,,,,
LWT-GGTT-SC,NEW ARCH WALLPLATE 2GFK T/2ACC,STN CHRM,784276157230             ,20,275.00,137.50,2022-07-10,300.00,150.00,Ships in 4-5 weeks,,,,,,,,
LWT-GGTT-SI,NEW ARCH WALLPLATE 2GFK T/2ACC,SIENNA,784276157148             ,10,61.00,30.50,2022-07-10,66.00,33.00,Ships in 2-3 weeks,,,,,,,,
LWT-GGTT-SN,NEW ARCH WALLPLATE 2GFK T/2ACC,STN NCKL,784276157247             ,20,275.00,137.50,2022-07-10,300.00,150.00,Ships in 4-5 weeks,,,,,,,,
LWT-GGTT-TP,NEW ARCH WALLPLATE 2GFK T/2ACC,TAUPE,784276157131             ,10,61.00,30.50,2022-07-10,66.00,33.00,Ships in 2-3 weeks,,,,,,,,
LWT-GGTT-WH,NEW ARCH WALLPLATE 2GFK T/2ACC,WHITE,784276157070             ,10,61.00,30.50,2022-07-10,66.00,33.00,Ships in 2-3 weeks,,,,,,,,
LWT-GGT-WH,NEW ARCH WALLPLATE 2GFK T/1ACC,WHITE,784276155977             ,10,48.00,24.00,2022-07-10,52.00,26.00,Ships in 2-3 weeks,,,,,,,,
LWT-GG-WH,NEW ARCH WALLPLATE 2GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-GG-WH,784276000826             ,2,36.00,18.00,2022-07-10,39.00,19.50,Ships in 1-2 weeks,,,,,,,,
LWT-G-IV,NEW ARCH WALLPLATE 1GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-G-IV,784276000437,2,16.00,8.00,2022-07-10,17.50,8.75,Ships in 1-2 weeks,,,,,,,,
LWT-G-LA,NEW ARCH WALLPLATE 1GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-G-LA,784276000451,2,16.00,8.00,2022-07-10,17.50,8.75,Ships in 1-2 weeks,,,,,,,,
LWT-G-QB,NEW ARCH WALLPLATE 1GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-G-QB,784276000741,20,125.00,62.50,2022-07-10,140.00,70.00,Ships in 4-5 weeks,,,,,,,,
LWT-G-QZ,NEW ARCH WALLPLATE 1GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-G-QZ,784276000758,20,125.00,62.50,2022-07-10,140.00,70.00,Ships in 4-5 weeks,,,,,,,,
LWT-G-SB,NEW ARCH WALLPLATE 1GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-G-SB,784276000710,20,125.00,62.50,2022-07-10,140.00,70.00,Ships in 4-5 weeks,,,,,,,,
LWT-G-SC,NEW ARCH WALLPLATE 1GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-G-SC,784276000765,20,125.00,62.50,2022-07-10,140.00,70.00,Ships in 4-5 weeks,,,,,,,,
LWT-G-SI,NEW ARCH WALLPLATE 1GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-G-SI,784276000611,10,16.00,8.00,2022-07-10,17.50,8.75,Ships in 2-3 weeks,,,,,,,,
LWT-G-SN,NEW ARCH WALLPLATE 1GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-G-SN,784276000772,20,125.00,62.50,2022-07-10,140.00,70.00,Ships in 4-5 weeks,,,,,,,,
LWT-GT-AL,NEW ARCH WALLPLATE 1GFK T/1ACC,ALMOND,784276155564             ,10,36.00,18.00,2022-07-10,39.00,19.50,Ships in 2-3 weeks,,,,,,,,
LWT-GT-BB,NEW ARCH WALLPLATE 1GFK T/1ACC,BR BRSS,784276155656             ,20,170.00,85.00,2022-07-10,185.00,92.50,Ships in 4-5 weeks,,,,,,,,
LWT-GT-BC,NEW ARCH WALLPLATE 1GFK T/1ACC,BR CHRM,784276155663             ,20,170.00,85.00,2022-07-10,185.00,92.50,Ships in 4-5 weeks,,,,,,,,
LWT-GT-BE,NEW ARCH WALLPLATE 1GFK T/1ACC,BEIGE,784276155540             ,10,36.00,18.00,2022-07-10,39.00,19.50,Ships in 2-3 weeks,,,,,,,,
LWT-GT-BL,NEW ARCH WALLPLATE 1GFK T/1ACC,BLACK,784276155625             ,10,36.00,18.00,2022-07-10,39.00,19.50,Ships in 2-3 weeks,,,,,,,,
LWT-GT-BN,NEW ARCH WALLPLATE 1GFK T/1ACC,BR NCKL,784276155717             ,20,170.00,85.00,2022-07-10,185.00,92.50,Ships in 4-5 weeks,,,,,,,,
LWT-GT-BR,NEW ARCH WALLPLATE 1GFK T/1ACC,BROWN,784276155618             ,20,36.00,18.00,2022-07-10,39.00,19.50,Ships in 4-5 weeks,,,,,,,,
LWT-GT-CBL,NEW ARCH WALLPLATE 1GFK T/1ACC,CBL GLS,784276158190             ,20,125.00,62.50,2022-07-10,140.00,70.00,Ships in 4-5 weeks,,,,,,,,
LWT-GT-CWH,NEW ARCH WALLPLATE 1GFK T/1ACC,CWH GLS,784276155632             ,10,125.00,62.50,2022-07-10,140.00,70.00,Ships in 2-3 weeks,,,,,,,,
LWT-GT-GR,NEW ARCH WALLPLATE 1GFK T/1ACC,GRAY,784276155588             ,10,36.00,18.00,2022-07-10,39.00,19.50,Ships in 2-3 weeks,,,,,,,,
LWT-GT-IV,NEW ARCH WALLPLATE 1GFK T/1ACC,IVORY,784276155557             ,10,36.00,18.00,2022-07-10,39.00,19.50,Ships in 2-3 weeks,,,,,,,,
LWT-GT-LA,NEW ARCH WALLPLATE 1GFK T/1ACC,LTALMD,784276155571             ,10,36.00,18.00,2022-07-10,39.00,19.50,Ships in 2-3 weeks,,,,,,,,
LWT-G-TP,NEW ARCH WALLPLATE 1GANG GFK T,NEW ARCH WP - GRAFIKT-LWT-G-TP,784276000550,2,16.00,8.00,2022-07-10,17.50,8.75,Ships in 1-2 weeks,,,,,,,,
LWT-GT-SB,NEW ARCH WALLPLATE 1GFK T/1ACC,STN BRSS,784276155649             ,20,170.00,85.00,2022-07-10,185.00,92.50,Ships in 4-5 weeks,,,,,,,,
LWT-GT-SC,NEW ARCH WALLPLATE 1GFK T/1ACC,STN CHRM,784276155694             ,20,170.00,85.00,2022-07-10,185.00,92.50,Ships in 4-5 weeks,,,,,,,,
LWT-GT-SI,NEW ARCH WALLPLATE 1GFK T/1ACC,SIENNA,784276155601             ,10,36.00,18.00,2022-07-10,39.00,19.50,Ships in 2-3 weeks,,,,,,,,
LWT-GT-SN,NEW ARCH WALLPLATE 1GFK T/1ACC,STN NCKL,784276155700             ,20,170.00,85.00,2022-07-10,185.00,92.50,Ships in 4-5 weeks,,,,,,,,
LWT-GTT-AL,NEW ARCH WALLPLATE 1GFK T/2ACC,ALMOND,784276156226             ,10,48.00,24.00,2022-07-10,52.00,26.00,Ships in 2-3 weeks,,,,,,,,
LWT-GTT-BB,NEW ARCH WALLPLATE 1GFK T/2ACC,BR BRSS,784276156318             ,20,225.00,112.50,2022-07-10,245.00,122.50,Ships in 4-5 weeks,,,,,,,,
LWT-GTT-BC,NEW ARCH WALLPLATE 1GFK T/2ACC,BR CHRM,784276156325             ,20,225.00,112.50,2022-07-10,245.00,122.50,Ships in 4-5 weeks,,,,,,,,
LWT-GTT-BE,NEW ARCH WALLPLATE 1GFK T/2ACC,BEIGE,784276156202             ,10,48.00,24.00,2022-07-10,52.00,26.00,Ships in 2-3 weeks,,,,,,,,
LWT-GTT-BL,NEW ARCH WALLPLATE 1GFK T/2ACC,BLACK,784276156288             ,10,48.00,24.00,2022-07-10,52.00,26.00,Ships in 2-3 weeks,,,,,,,,
