"GREAVES 2022.1 PRICE SCHEDULE Effective January 1, 2022",,,,,,,,
Orders less than $100 incur a $15 Small Order Fee.  Ground freight free to contiguous 48 states.,,,,,,,,
Catalog,Distrib Net,,,    Ctn ,  Trade List,, NAED # ,2021
Number,$/ea,,Description Category,Qty,$/ea,Mult,784491,Cat Page
C122                     ,66.3984,,UBOLT CLAMP 1-CABLE,1,110.6640,0.60,25400,88
C125                     ,29.4439,,UBOLT CLAMP 1-CABLE,1,49.0732,0.60,25440,88
C126                     ,30.3425,,UBOLT CLAMP 1-CABLE,1,50.5708,0.60,25460,88
C127                     ,38.8847,,UBOLT CLAMP 1-CABLE,1,64.8079,0.60,25480,88
C128                     ,55.5203,,UBOLT CLAMP 1-CABLE,1,92.5338,0.60,25500,88
C131                     ,59.5794,,UBOLT CLAMP 1-CABLE,1,99.2990,0.60,25540,88
C132                     ,39.3557,,UBOLT CLAMP 1-CABLE,1,65.5928,0.60,25560,88
C133                     ,45.4910,,UBOLT CLAMP 1-CABLE,1,75.8184,0.60,71200,88
C134                     ,69.3288,,UBOLT CLAMP 1-CABLE,1,115.5480,0.60,71205,88
C136                     ,42.8728,,UBOLT CLAMP 1-CABLE,1,71.4546,0.60,71215,88
C137                     ,45.3755,,UBOLT CLAMP 1-CABLE,1,75.6259,0.60,71220,88
C138                     ,46.7924,,UBOLT CLAMP 1-CABLE,1,77.9873,0.60,71225,88
C139                     ,75.4391,,UBOLT CLAMP 1-CABLE,1,125.7319,0.60,71230,88
C141                     ,49.3843,,UBOLT CLAMP 1-CABLE,1,82.3072,0.60,71240,88
C142                     ,54.9726,,UBOLT CLAMP 1-CABLE,1,91.6210,0.60,71245,88
C143                     ,60.3049,,UBOLT CLAMP 1-CABLE,1,100.5081,0.60,71250,88
C144                     ,77.9058,,UBOLT CLAMP 1-CABLE,1,129.8430,0.60,71255,88
C146                     ,55.5012,,UBOLT CLAMP 1-CABLE,1,92.5020,0.60,71265,88
C147                     ,62.1019,,UBOLT CLAMP 1-CABLE,1,103.5032,0.60,71270,88
C148                     ,74.5775,,UBOLT CLAMP 1-CABLE,1,124.2959,0.60,71275,88
C149                     ,85.0489,,UBOLT CLAMP 1-CABLE,1,141.7481,0.60,71280,88
C151                     ,64.6247,,UBOLT CLAMP 1-CABLE,1,107.7078,0.60,71290,88
C152                     ,72.6350,,UBOLT CLAMP 1-CABLE,1,121.0584,0.60,71300,88
C153                     ,79.6922,,UBOLT CLAMP 1-CABLE,1,132.8203,0.60,71305,88
C154                     ,115.9746,,UBOLT CLAMP 1-CABLE,1,193.2910,0.60,71310,88
C1                       ,3.6555,,CU COMP SPLICE LNG,50,7.3110,0.50,13000,22
C10                      ,4.0429,,CU COMP SPLICE LNG,50,8.0857,0.50,13008,22
C1000                    ,31.8405,,CU COMP SPLICE LNG,3,63.6810,0.50,13030,22
C1000-K,49.9418,,CU SPLICE KIT,1,68.4134,0.73,80080,69
C10DB                    ,9.9068,,GROUND PRESS SPLICE,10,14.1526,0.70,34101,85
C10K,11.6775,,CU SPLICE KIT,1,15.9966,0.73,80025,69
C10N                     ,0.1273,,PIGTAIL SPLICE NYL,50,0.2829,0.45,70032,15
C10-V,8.0684,,CU HI-VOLTAGE SPLICE,12,11.0526,0.73,70495,28
C10X                     ,118.8768,,CROSS CONN,1,169.8240,0.70,70730,96
C14N                     ,0.0832,,PIGTAIL SPLICE NYL,100,0.1849,0.45,70031,15
C1-K,10.4948,,CU SPLICE KIT,1,14.3764,0.73,80020,69
C1-V,7.6254,,CU HI-VOLTAGE SPLICE,25,10.4457,0.73,70490,28
C2                       ,3.0127,,CU COMP SPLICE LNG,50,6.0253,0.50,13002,22
C20                      ,4.3643,,CU COMP SPLICE LNG,25,8.7286,0.50,13010,22
C20DB                    ,10.6979,,GROUND PRESS SPLICE,10,15.2827,0.70,34201,85
C20-K,12.8064,,CU SPLICE KIT,1,17.5430,0.73,80030,69
C20-V,8.7040,,CU HI-VOLTAGE SPLICE,12,11.9233,0.73,70500,28
C20X                     ,157.0499,,CROSS CONN,1,224.3570,0.70,70735,96
C250                     ,6.1164,,CU COMP SPLICE LNG,25,12.2327,0.50,13016,22
C250DB                   ,14.9832,,GROUND PRESS SPLICE,10,21.4045,0.70,34251,85
C250-K,16.0087,,CU SPLICE KIT,1,21.9297,0.73,80045,69
C250-V,11.3694,,CU HI-VOLTAGE SPLICE,12,15.5745,0.73,70515,28
C2-K,9.4453,,CU SPLICE KIT,1,12.9388,0.73,80015,69
C2-V,6.7166,,CU HI-VOLTAGE SPLICE,25,9.2008,0.73,70485,28
C30                      ,5.0697,,CU COMP SPLICE LNG,25,10.1394,0.50,13012,22
C300                     ,6.6923,,CU COMP SPLICE LNG,12,13.3846,0.50,13018,22
C300-K,16.1837,,CU SPLICE KIT,1,22.1694,0.73,80050,69
C30DB                    ,12.4181,,GROUND PRESS SPLICE,10,17.7402,0.70,34301,85
C30-K,15.0009,,CU SPLICE KIT,1,20.5492,0.73,80035,69
C30-V,9.4536,,CU HI-VOLTAGE SPLICE,12,12.9502,0.73,70505,28
C350                     ,7.4345,,CU COMP SPLICE LNG,12,14.8690,0.50,13020,22
C350DB                   ,17.4714,,GROUND PRESS SPLICE,6,24.9591,0.70,34351,85
C350-K,17.0581,,CU SPLICE KIT,1,23.3673,0.73,80055,69
C350-V,12.8686,,CU HI-VOLTAGE SPLICE,12,17.6282,0.73,70520,28
C373FX                   ,12.7465,,CU FLEX SPLICE LNG,1,19.6100,0.65,32410,32
C3X                      ,30.5280,,CROSS CONN,12,43.6114,0.70,70710,96
C4                       ,2.5250,,CU COMP SPLICE LNG,100,5.0499,0.50,13004,22
C40                      ,5.3215,,CU COMP SPLICE LNG,25,10.6429,0.50,13014,22
C400                     ,8.6671,,CU COMP SPLICE LNG,6,17.3342,0.50,13022,22
C400-K,20.6397,,CU SPLICE KIT,1,28.2736,0.73,80060,69
C40DB                    ,13.0402,,GROUND PRESS SPLICE,10,18.6288,0.70,34401,85
C40-K,15.4840,,CU SPLICE KIT,1,21.2109,0.73,80040,69
C40V,10.2866,,CU HI-VOLTAGE SPLICE,12,14.0912,0.73,70510,28
C444FX,20.2359,,CU FLEX SPLICE LNG,1,31.1322,0.65,32420,32
C4-K,8.9206,,CU SPLICE KIT,1,12.2200,0.73,80010,69
C4-V,6.0828,,CU HI-VOLTAGE SPLICE,50,8.3326,0.73,70480,28
C500                     ,9.7094,,CU COMP SPLICE LNG,6,19.4187,0.50,13024,22
C500DB                   ,23.7917,,GROUND PRESS SPLICE,6,33.9882,0.70,34501,85
C500-K,21.4726,,CU SPLICE KIT,1,29.4145,0.73,80065,69
C500-V,19.0322,,CU HI-VOLTAGE SPLICE,6,26.0715,0.73,70525,28
C535FX                   ,21.9584,,CU FLEX SPLICE LNG,1,33.7822,0.65,32430,32
C5X                      ,45.7920,,CROSS CONN,6,65.4172,0.70,70720,96
C6                       ,2.0324,,CU COMP SPLICE LNG,100,4.0648,0.50,13006,22
C600                     ,17.9700,,CU COMP SPLICE LNG,6,35.9400,0.50,13026,22
C600-K,31.3094,,CU SPLICE KIT,1,42.8896,0.73,80070,69
C646FX                   ,28.2972,,CU FLEX SPLICE LNG,1,43.5342,0.65,32440,32
C750                     ,22.1130,,CU COMP SPLICE LNG,3,44.2260,0.50,13028,22
C750-K,40.9296,,CU SPLICE KIT,1,56.0680,0.73,80075,69
C750-V,31.3177,,CU HI-VOLTAGE SPLICE,6,42.9010,0.73,70530,28
C777FX                   ,32.4037,,CU FLEX SPLICE LNG,1,49.8518,0.65,32450,32
C8                       ,1.4899,,CU COMP SPLICE LNG,100,2.9798,0.50,13005,22
CBM310K                  ,Quoted,,CU MESH KIT,1,Quoted,,27415,82
CBM35K                   ,Quoted,,CU MESH KIT,1,Quoted,,27410,82
CCT1                     ,34.6486,,CU COMPR TEE,1,47.4638,0.73,40201,26
CCT10                    ,35.6019,,CU COMPR TEE,1,48.7697,0.73,40210,26
CCT2                     ,33.6125,,CU COMPR TEE,1,46.0445,0.73,40202,26
CCT20                    ,45.2659,,CU COMPR TEE,1,62.0081,0.73,40220,26
CCT250                   ,51.4756,,CU COMPR TEE,1,70.5145,0.73,40225,26
CCT30                    ,42.1917,,CU COMPR TEE,1,57.7969,0.73,40230,26
CCT350                   ,63.1496,,CU COMPR TEE,1,86.5063,0.73,40235,26
CCT4                     ,32.2862,,CU COMPR TEE,1,44.2277,0.73,40204,26
CCT40                    ,43.3937,,CU COMPR TEE,1,59.4434,0.73,40240,26
CCT40-10,43.3937,,CU COMPR TEE,1,59.4434,0.73,40241,26
CCT402,43.3937,,CU COMPR TEE,1,59.4434,0.73,40242,26
CCT500                   ,79.8320,,CU COMPR TEE,1,109.3589,0.73,40250,26
CCT5002,79.8320,,CU COMPR TEE,1,109.3589,0.73,40259,26
CCT50020,79.8320,,CU COMPR TEE,1,109.3589,0.73,40252,26
CCT50040,79.8320,,CU COMPR TEE,1,109.3589,0.73,40254,26
CCT6                     ,30.9600,,CU COMPR TEE,1,42.4109,0.73,40206,26
CCT600                   ,97.9362,,CU COMPR TEE,1,134.1592,0.73,40260,26
CCT750                   ,105.8523,,CU COMPR TEE,1,145.0032,0.73,40275,26
CF101                    ,Quoted,,CLAMP FLEX JUMPER,1,Quoted,,25710,92
CF121                    ,Quoted,,CLAMP FLEX JUMPER,1,Quoted,,25712,92
CF151                    ,Quoted,,CLAMP FLEX JUMPER,1,Quoted,,25715,92
CF201                    ,Quoted,,CLAMP FLEX JUMPER,1,Quoted,,25720,92
CF251                    ,Quoted,,CLAMP FLEX JUMPER,1,Quoted,,25725,92
CF301                    ,Quoted,,CLAMP FLEX JUMPER,1,Quoted,,25730,92
CF351                    ,Quoted,,CLAMP FLEX JUMPER,1,Quoted,,25735,92
CF401                    ,Quoted,,CLAMP FLEX JUMPER,1,Quoted,,25740,92
CF501                    ,Quoted,,CLAMP FLEX JUMPER,1,Quoted,,25750,92
CF601                    ,Quoted,,CLAMP FLEX JUMPER,1,Quoted,,25760,92
CG1010,164.3944,,PIPE CLAMP LARGE,1,252.9145,0.65,25690,89
CG1210,236.7470,,PIPE CLAMP LARGE,1,364.2262,0.65,25692,89
CG1410,280.5680,,PIPE CLAMP LARGE,1,431.6430,0.65,25694,89
CG1610,315.6532,,PIPE CLAMP LARGE,1,485.6203,0.65,25696,89
CG2010,81.6374,,PIPE CLAMP LARGE,1,125.5960,0.65,25620,89
CG2050,90.1000,,PIPE CLAMP LARGE,1,138.6154,0.65,25624,89
CG2052,68.5690,,PIPE CLAMP LARGE,1,105.4907,0.65,25623,89
CG2604,61.5989,,PIPE CLAMP LARGE,1,94.7675,0.65,25625,89
CG2610,104.7423,,PIPE CLAMP LARGE,1,161.1420,0.65,25629,89
CG2622,71.5825,,PIPE CLAMP LARGE,1,110.1269,0.65,25626,89
CG2625,75.1481,,PIPE CLAMP LARGE,1,115.6124,0.65,25627,89
CG2650,95.3934,,PIPE CLAMP LARGE,1,146.7591,0.65,25628,89
CG3110,134.0086,,PIPE CLAMP LARGE,1,206.1670,0.65,25630,89
CG3125,95.7785,,PIPE CLAMP LARGE,1,147.3515,0.65,25633,89
CG3150,119.7801,,PIPE CLAMP LARGE,1,184.2770,0.65,25634,89
CG3175,119.3612,,PIPE CLAMP LARGE,1,183.6326,0.65,25635,89
CG3610,123.6898,,PIPE CLAMP LARGE,1,190.2920,0.65,25676,89
CG3625,98.3029,,PIPE CLAMP LARGE,1,151.2352,0.65,25673,89
CG3650,127.2000,,PIPE CLAMP LARGE,1,195.6923,0.65,25674,89
CG3675,111.4049,,PIPE CLAMP LARGE,1,171.3921,0.65,25675,89
CG4110,160.9002,,PIPE CLAMP LARGE,1,247.5387,0.65,25680,89
CG4125,120.8400,,PIPE CLAMP LARGE,1,185.9077,0.65,25677,89
CG4150,150.5200,,PIPE CLAMP LARGE,1,231.5692,0.65,25678,89
CG4175,159.0000,,PIPE CLAMP LARGE,1,244.6154,0.65,25679,89
CG4610,187.5065,,PIPE CLAMP LARGE,1,288.4715,0.65,25649,89
CG4625,125.4726,,PIPE CLAMP LARGE,1,193.0347,0.65,25647,89
CG4650,161.1201,,PIPE CLAMP LARGE,1,247.8770,0.65,25648,89
CG5110,211.2033,,PIPE CLAMP LARGE,1,324.9281,0.65,25650,89
CG5122,153.1557,,PIPE CLAMP LARGE,1,235.6242,0.65,25651,89
CG5125,157.0493,,PIPE CLAMP LARGE,1,241.6143,0.65,25652,89
CG5150,185.0818,,PIPE CLAMP LARGE,1,284.7413,0.65,25653,89
CG5175,222.6000,,PIPE CLAMP LARGE,1,342.4615,0.65,25654,89
CG6110,185.5454,,PIPE CLAMP LARGE,1,285.4544,0.65,25660,89
CG6122,169.6000,,PIPE CLAMP LARGE,1,260.9230,0.65,25661,89
CG6125,187.1071,,PIPE CLAMP LARGE,1,287.8571,0.65,25662,89
CG6150,222.6000,,PIPE CLAMP LARGE,1,342.4615,0.65,25663,89
CG6175,260.7600,,PIPE CLAMP LARGE,1,401.1692,0.65,25664,89
CG7110,191.3573,,PIPE CLAMP LARGE,1,294.3958,0.65,25670,89
CG8110,215.2609,,PIPE CLAMP LARGE,1,331.1706,0.65,25689,89
CG8125,238.5000,,PIPE CLAMP LARGE,1,366.9230,0.65,25681,89
CG8150,296.8000,,PIPE CLAMP LARGE,1,456.6154,0.65,25682,89
CG8175,339.5116,,PIPE CLAMP LARGE,1,522.3256,0.65,25683,89
CH109                    ,17.7400,,UBOLT CLAMP 2-CABLE,1,27.2923,0.65,24509,90
CH121                    ,32.6664,,UBOLT CLAMP 2-CABLE,1,50.2560,0.65,24521,90
CH133                    ,33.1884,,UBOLT CLAMP 2-CABLE,1,51.0591,0.65,24533,90
CH143                    ,41.1645,,UBOLT CLAMP 2-CABLE,1,63.3300,0.65,24543,90
CH153                    ,50.7793,,UBOLT CLAMP 2-CABLE,1,78.1220,0.65,24553,90
CH163                    ,76.1690,,UBOLT CLAMP 2-CABLE,1,117.1830,0.65,24563,90
CL1012                   ,0.9069,,CU SOLDER LUG,10,1.2956,0.70,91012,13
CL1012-TP,1.0883,,CU SOLDER LUG PLATED,10,1.5547,0.70,91013,13
CL1014                   ,0.9069,,CU SOLDER LUG,10,1.2956,0.70,91014,13
CL1014-TP,1.0883,,CU SOLDER LUG PLATED,10,1.5547,0.70,91015,13
CL1038                   ,0.8565,,CU SOLDER LUG,10,1.2236,0.70,91038,13
CL1038-TP,1.0883,,CU SOLDER LUG PLATED,10,1.5547,0.70,91039,13
CL112,0.8565,,CU SOLDER LUG,10,1.2236,0.70,90112,13
CL112-TP,1.0883,,CU SOLDER LUG PLATED,10,1.5547,0.70,90113,13
CL138                    ,0.8565,,CU SOLDER LUG,10,1.2236,0.70,90138,13
CL138-TP,0.8789,,CU SOLDER LUG PLATED,10,1.2555,0.70,90139,13
CL2012                   ,1.3939,,CU SOLDER LUG,10,1.9913,0.70,92012,13
CL2012-TP,1.6727,,CU SOLDER LUG PLATED,10,2.3896,0.70,92013,13
CL2038                   ,1.3939,,CU SOLDER LUG,10,1.9913,0.70,92038,13
CL2038-TP,1.6727,,CU SOLDER LUG PLATED,10,2.3896,0.70,92039,13
CL212,0.8014,,CU SOLDER LUG,25,1.1448,0.70,90212,13
CL212-TP,0.9617,,CU SOLDER LUG PLATED,25,1.3738,0.70,90213,13
CL214                    ,0.8014,,CU SOLDER LUG,25,1.1448,0.70,90214,13
CL214-TP,0.9617,,CU SOLDER LUG PLATED,25,1.3738,0.70,90215,13
CL238                    ,0.8014,,CU SOLDER LUG,25,1.1448,0.70,90238,13
CL238-TP,0.9617,,CU SOLDER LUG PLATED,25,1.3738,0.70,90239,13
CL256                    ,0.8014,,CU SOLDER LUG,25,1.1448,0.70,90256,13
CL256-TP,0.9617,,CU SOLDER LUG PLATED,25,1.3738,0.70,90257,13
CL3012                   ,1.7978,,CU SOLDER LUG,10,2.5683,0.70,93012,13
CL3012-TP,1.7978,,CU SOLDER LUG PLATED,10,2.5683,0.70,93012,13
CL3038                   ,1.7978,,CU SOLDER LUG,10,2.5683,0.70,93038,13
CL3038-TP,2.1574,,CU SOLDER LUG PLATED,10,3.0820,0.70,93039,13
CL4012                   ,2.0840,,CU SOLDER LUG,10,2.9771,0.70,94012,13
CL4012-TP,2.5008,,CU SOLDER LUG PLATED,10,3.5725,0.70,94013,13
CL4038                   ,2.0840,,CU SOLDER LUG,10,2.9771,0.70,94038,13
CL4038-TP,2.5008,,CU SOLDER LUG PLATED,10,3.5725,0.70,94039,13
CL412,0.5607,,CU SOLDER LUG,25,0.8010,0.70,90412,13
CL412-TP,0.6728,,CU SOLDER LUG PLATED,25,0.9612,0.70,90413,13
CL414                    ,0.4993,,CU SOLDER LUG,25,0.7133,0.70,90414,13
CL414-TP,0.5992,,CU SOLDER LUG PLATED,25,0.8560,0.70,90415,13
CL438                    ,0.4993,,CU SOLDER LUG,25,0.7133,0.70,90438,13
CL438-TP,0.5992,,CU SOLDER LUG PLATED,25,0.8560,0.70,90439,13
CL610                    ,0.4611,,CU SOLDER LUG,25,0.6587,0.70,90610,13
CL610-TP,0.5533,,CU SOLDER LUG PLATED,25,0.7904,0.70,90611,13
CL612,0.4961,,CU SOLDER LUG,25,0.7087,0.70,90612,13
CL612-TP,0.5953,,CU SOLDER LUG PLATED,25,0.8504,0.70,90613,13
CL614                    ,0.4611,,CU SOLDER LUG,25,0.6587,0.70,90614,13
CL614-TP,0.5533,,CU SOLDER LUG PLATED,25,0.7904,0.70,90615,13
CL638                    ,0.4611,,CU SOLDER LUG,25,0.6587,0.70,90638,13
CL638-TP,0.5533,,CU SOLDER LUG PLATED,25,0.7904,0.70,90639,13
CL810                    ,0.2958,,CU SOLDER LUG,50,0.4225,0.70,90810,13
CL810-TP,0.3549,,CU SOLDER LUG PLATED,50,0.5070,0.70,90810,13
CL814,0.2958,,CU SOLDER LUG,50,0.4225,0.70,90814,13
CL814-TP,0.3549,,CU SOLDER LUG PLATED,50,0.5070,0.70,90814,13
CNB2-6-2                 ,17.0206,,CU NEUTRAL BAR,25,26.1856,0.65,26223,58
CNB4-12-2                ,9.6810,,CU NEUTRAL BAR,50,14.8938,0.65,26212,58
CNB4-13-3                ,10.4434,,CU NEUTRAL BAR,50,16.0668,0.65,26213,58
CNB4-190                 ,Quoted,,CU NEUTRAL BAR,10,Quoted,,26200,58
CNB4-4-2                 ,5.2987,,CU NEUTRAL BAR,100,8.1519,0.65,26204,58
CNB4-5-2                 ,6.1675,,CU NEUTRAL BAR,100,9.4884,0.65,26205,58
CNB4-6-2                 ,7.0462,,CU NEUTRAL BAR,50,10.8403,0.65,26206,58
CR107                    ,Quoted,,PEDESTAL CLAMP,20,Quoted,,25807,91
CR108                    ,Quoted,,PEDESTAL CLAMP,20,Quoted,,25808,91
CR114                    ,Quoted,,PEDESTAL CLAMP,20,Quoted,,25814,91
CRA 1/0-4,8.7157,,CU REDUCING ADAPT,1,11.9393,0.73,41614,36
CRA 1/0-6,8.8981,,CU REDUCING ADAPT,1,12.1892,0.73,41616,36
CRA 1000-750,35.3579,,CU REDUCING ADAPT,1,48.4355,0.73,41607,36
CRA 2/0-1,15.8682,,CU REDUCING ADAPT,1,21.7372,0.73,41627,36
CRA 2/0-10,11.3090,,CU REDUCING ADAPT,1,15.4918,0.73,41628,36
CRA 250-1,13.7295,,CU REDUCING ADAPT,1,18.8076,0.73,41620,36
CRA 250-1/0,13.1821,,CU REDUCING ADAPT,1,18.0577,0.73,41621,36
CRA 250-2,14.2770,,CU REDUCING ADAPT,1,19.5576,0.73,41625,36
CRA 250-2/0,12.7303,,CU REDUCING ADAPT,1,17.4387,0.73,41622,36
CRA 250-3/0,12.2242,,CU REDUCING ADAPT,1,16.7455,0.73,41623,36
CRA 250-4/0,11.9035,,CU REDUCING ADAPT,1,16.3061,0.73,41624,36
CRA 2-6,4.5756,,CU REDUCING ADAPT,1,6.2680,0.73,41626,36
CRA 3/0-1/0,9.3444,,CU REDUCING ADAPT,1,12.8006,0.73,41681,36
CRA 3/0-2/0,10.6710,,CU REDUCING ADAPT,1,14.6178,0.73,41682,36
CRA 3/0-4,12.0059,,CU REDUCING ADAPT,1,16.4464,0.73,41684,36
CRA 300-1/0,15.2850,,CU REDUCING ADAPT,1,20.9384,0.73,41631,36
CRA 300-2,16.0150,,CU REDUCING ADAPT,1,21.9383,0.73,41635,36
CRA 300-2/0,15.0070,,CU REDUCING ADAPT,1,20.5575,0.73,41632,36
CRA 300-3/0,14.6420,,CU REDUCING ADAPT,1,20.0575,0.73,41633,36
CRA 300-4/0,14.4595,,CU REDUCING ADAPT,1,19.8075,0.73,41634,36
CRA 350-2/0,16.2843,,CU REDUCING ADAPT,1,22.3072,0.73,41636,36
CRA 350-250,14.4595,,CU REDUCING ADAPT,1,19.8075,0.73,41638,36
CRA 350-300,13.8252,,CU REDUCING ADAPT,1,18.9386,0.73,41639,36
CRA 350-4/0,15.1025,,CU REDUCING ADAPT,1,20.6883,0.73,41637,36
CRA 4/0-1,10.1408,,CU REDUCING ADAPT,1,13.8915,0.73,41640,36
CRA 4/0-1/0,9.7671,,CU REDUCING ADAPT,1,13.3796,0.73,41641,36
CRA 4/0-2,10.4015,,CU REDUCING ADAPT,1,14.2486,0.73,41645,36
CRA 4/0-2/0,9.4891,,CU REDUCING ADAPT,1,12.9987,0.73,41642,36
CRA 4/0-3/0,9.1681,,CU REDUCING ADAPT,1,12.5590,0.73,41643,36
CRA 4/0-4,10.7230,,CU REDUCING ADAPT,1,14.6890,0.73,41644,36
CRA 4/0-6,11.0445,,CU REDUCING ADAPT,1,15.1294,0.73,41646,36
CRA 500-1,17.4748,,CU REDUCING ADAPT,1,23.9381,0.73,41650,36
CRA 500-1/0,16.1974,,CU REDUCING ADAPT,1,22.1882,0.73,41651,36
CRA 500-2,17.8832,,CU REDUCING ADAPT,1,24.4975,0.73,41655,36
CRA 500-2/0,15.9193,,CU REDUCING ADAPT,1,21.8073,0.73,41652,36
CRA 500-250,14.6420,,CU REDUCING ADAPT,1,20.0575,0.73,41671,36
CRA 500-3/0,15.4675,,CU REDUCING ADAPT,1,21.1883,0.73,41653,36
CRA 500-300,13.7555,,CU REDUCING ADAPT,1,18.8432,0.73,41672,36
CRA 500-350,13.8252,,CU REDUCING ADAPT,1,18.9386,0.73,41673,36
CRA 500-4,18.2916,,CU REDUCING ADAPT,1,25.0570,0.73,41654,36
CRA 500-4/0,15.1025,,CU REDUCING ADAPT,1,20.6883,0.73,41670,36
CRA 500-400,13.5471,,CU REDUCING ADAPT,1,18.5577,0.73,41674,36
CRA 500-6,18.7087,,CU REDUCING ADAPT,1,25.6284,0.73,41656,36
CRA 600-500,13.9642,,CU REDUCING ADAPT,1,19.1290,0.73,41665,36
CRA 6-10,7.6905,,CU REDUCING ADAPT,1,10.5349,0.73,41661,36
CRA 750-500,17.7962,,CU REDUCING ADAPT,1,24.3784,0.73,41675,36
CRA 750-600,17.0663,,CU REDUCING ADAPT,1,23.3785,0.73,41676,36
CRK 1000-750,64.1870,,CU ADAPTER KIT,1,87.9274,0.73,41707,37
CRK 10-4,13.6515,,CU ADAPTER KIT,1,18.7007,0.73,41714,37
CRK 10-6,13.8469,,CU ADAPTER KIT,1,18.9684,0.73,41716,37
CRK 20-1,21.6488,,CU ADAPTER KIT,1,29.6559,0.73,41721,37
CRK 250-10,20.6494,,CU ADAPTER KIT,1,28.2869,0.73,41781,37
CRK 250-2,21.8210,,CU ADAPTER KIT,1,29.8918,0.73,41785,37
CRK 250-20,20.1660,,CU ADAPTER KIT,1,27.6246,0.73,41782,37
CRK 250-30,19.6244,,CU ADAPTER KIT,1,26.8828,0.73,41783,37
CRK 250-40,19.2813,,CU ADAPTER KIT,1,26.4128,0.73,41784,37
CRK 250-6,30.1705,,CU ADAPTER KIT,1,41.3295,0.73,41786,37
CRK 2-6,8.1195,,CU ADAPTER KIT,1,11.1226,0.73,41729,37
CRK 30-10,11.2589,,CU ADAPTER KIT,1,15.4232,0.73,41735,37
CRK 30-2,22.3923,,CU ADAPTER KIT,1,30.6744,0.73,41732,37
CRK 30-20,16.8426,,CU ADAPTER KIT,1,23.0721,0.73,41730,37
CRK 30-4,18.2710,,CU ADAPTER KIT,1,25.0287,0.73,41734,37
CRK 350-20,25.0545,,CU ADAPTER KIT,1,34.3212,0.73,41796,37
CRK 350-40,23.7900,,CU ADAPTER KIT,1,32.5890,0.73,41797,37
CRK 400-250,29.6025,,CU ADAPTER KIT,1,40.5514,0.73,41749,37
CRK 40-10,16.1448,,CU ADAPTER KIT,1,22.1162,0.73,41741,37
CRK 40-2,16.8236,,CU ADAPTER KIT,1,23.0460,0.73,41745,37
CRK 40-20,15.8473,,CU ADAPTER KIT,1,21.7086,0.73,41742,37
CRK 40-30,15.5039,,CU ADAPTER KIT,1,21.2382,0.73,41743,37
CRK 40-6,17.5115,,CU ADAPTER KIT,1,23.9884,0.73,41746,37
CRK 500-20,27.4227,,CU ADAPTER KIT,1,37.5653,0.73,41752,37
CRK 500-250,26.0560,,CU ADAPTER KIT,1,35.6932,0.73,41771,37
CRK 500-30,26.9391,,CU ADAPTER KIT,1,36.9029,0.73,41753,37
CRK 500-350,25.1074,,CU ADAPTER KIT,1,34.3937,0.73,41773,37
CRK 500-40,26.5487,,CU ADAPTER KIT,1,36.3681,0.73,41770,37
CRK 500-400,24.8845,,CU ADAPTER KIT,1,34.0883,0.73,41774,37
CRK 500-6,30.4073,,CU ADAPTER KIT,1,41.6539,0.73,41756,37
CRK 600-300,50.7270,,CU ADAPTER KIT,1,69.4890,0.73,41762,37
CRK 600-350,50.0240,,CU ADAPTER KIT,1,68.5260,0.73,41763,37
CRK 600-400,50.0561,,CU ADAPTER KIT,1,68.5700,0.73,41764,37
CRK 600-500,34.7203,,CU ADAPTER KIT,1,47.5620,0.73,41765,37
CRK 750-500,38.4113,,CU ADAPTER KIT,1,52.6182,0.73,41775,37
CRK 750-600,37.6303,,CU ADAPTER KIT,1,51.5483,0.73,41776,37
CSS 0750-4,5.7664,,COLD SHRINK,1,7.8992,0.73,36974,
CSS 0750-6,6.6356,,COLD SHRINK,1,9.0898,0.73,36976,
CSS 1000-6,6.4236,,COLD SHRINK,1,8.7995,0.73,36916,
CSS 1000-8,8.2680,,COLD SHRINK,1,11.3260,0.73,36918,
CSS 1300-7,7.6956,,COLD SHRINK,1,10.5419,0.73,36937,
CSS 1300-9,8.6920,,COLD SHRINK,1,11.9069,0.73,36939,
CTGG25                   ,17.3216,,CABLE TRAY CLAMP,20,26.6486,0.65,71180,94
CTGG25-P                 ,20.0844,,CABLE TRAY CLAMP,20,30.8990,0.65,71181,94
CZ 104,Quoted,,UBOLT CLAMP 3-CABLE,1,Quoted,,24904,91
CZ 105,Quoted,,UBOLT CLAMP 3-CABLE,1,Quoted,,24905,91
CZ 108,Quoted,,UBOLT CLAMP 3-CABLE,1,Quoted,,24908,91
CZ 109,Quoted,,UBOLT CLAMP 3-CABLE,1,Quoted,,24909,91
CZ 110,Quoted,,UBOLT CLAMP 3-CABLE,1,Quoted,,24910,91
CZ 114,Quoted,,UBOLT CLAMP 3-CABLE,1,Quoted,,24914,91
CZ 115,Quoted,,UBOLT CLAMP 3-CABLE,1,Quoted,,24915,91
CZ 116,Quoted,,UBOLT CLAMP 3-CABLE,1,Quoted,,24916,91
CZ 120,Quoted,,UBOLT CLAMP 3-CABLE,1,Quoted,,24920,91
CZ 121,Quoted,,UBOLT CLAMP 3-CABLE,1,Quoted,,24921,91
CZ 122,Quoted,,UBOLT CLAMP 3-CABLE,1,Quoted,,24922,91
CZ 126,Quoted,,UBOLT CLAMP 3-CABLE,1,Quoted,,24926,91
